entryid,station,tempdew,pressure,wind,vis,auto,datetime,rmk,weather,skycover,needfix,obsdate
2663,KATL,19/16,3017,00000,10,0,271252,AO2 SLP209 T01940156,NA,CLR,0,20210927
2639,KPDK,17/16,3017,00000,7,0,271253,AO2 SLP210 T01720156,NA,CLR,0,20210927
2662,KATL,23/14,3018,00000,10,0,271352,AO2 SLP211 T02280139,NA,CLR,0,20210927
2638,KPDK,21/16,3018,00000,9,0,271353,AO2 SLP212 T02110161,NA,CLR,0,20210927
2661,KATL,25/15,3017,31005,10,0,271452,AO2 SLP210 T02500150 50004,NA,CLR,0,20210927
2637,KPDK,24/15,3017,00000,10,0,271453,AO2 SLP208 T02390150 50003,NA,CLR,0,20210927
2660,KATL,26/14,3017,29005,10,0,271552,AO2 SLP207 T02560139,NA,FEW050,0,20210927
2636,KPDK,25/15,3017,30004,10,0,271553,AO2 SLP205 T02500150,NA,CLR,0,20210927
2659,KATL,27/14,3016,VRB04,10,0,271652,AO2 SLP204 T02670144,NA,FEW055,0,20210927
2635,KPDK,27/14,3015,NA,10,0,271653,AO2 SLP200 T02670144,NA,FEW046,0,20210927
2658,KATL,27/14,3014,31004,10,0,271752,AO2 SLP199 T02720139 10278 20167 58010,NA,FEW055,0,20210927
2634,KPDK,27/15,3014,34005,10,0,271753,AO2 SLP195 T02720150 10278 20133 58012,NA,FEW049,0,20210927
2657,KATL,27/14,3011,32005,10,0,271852,AO2 SLP188 T02720139,NA,FEW055,0,20210927
2633,KPDK,27/14,3011,00000,10,0,271853,AO2 SLP184 T02720144,NA,FEW050,0,20210927
2656,KATL,27/14,3009,26005,10,0,271952,AO2 SLP182 T02670139,NA,FEW055,0,20210927
2632,KPDK,27/13,3009,00000,10,0,271953,AO2 SLP178 T02720128,NA,CLR,0,20210927
2655,KATL,28/14,3008,26005,10,0,272052,AO2 SLP178 T02780139 56020,NA,FEW060,0,20210927
2631,KPDK,28/14,3008,14003,10,0,272053,AO2 SLP174 T02780144 56020,NA,CLR,0,20210927
2654,KATL,27/13,3008,21005,10,0,272152,AO2 SLP178 T02720133,NA,FEW060,0,20210927
2630,KPDK,27/14,3007,31004,10,0,272153,AO2 SLP172 T02720144,NA,CLR,0,20210927
2744,KATL,26/13,3007,28004,10,0,272252,AO2 SLP175 T02610133,NA,FEW060,0,20210927
2718,KPDK,26/13,3007,26005,10,0,272253,AO2 SLP173 T02560133,NA,CLR,0,20210927
2743,KATL,24/14,3007,00000,10,0,272352,AO2 SLP177 T02440144 10283 20239 55002,NA,CLR,0,20210927
2717,KPDK,20/15,3007,00000,9,0,272353,AO2 SLP178 T02000150 10283 20200 55001,NA,CLR,0,20210927
2742,KATL,23/15,3008,00000,10,0,280052,AO2 SLP179 T02280150,NA,CLR,0,20210928
2716,KPDK,18/16,3008,00000,10,0,280053,AO2 SLP179 T01830156,NA,CLR,0,20210928
2741,KATL,22/15,3009,00000,10,0,280152,AO2 SLP180 T02170150,NA,CLR,0,20210928
2715,KPDK,17/16,3009,00000,10,0,280153,AO2 SLP179 T01720156,NA,CLR,0,20210928
2740,KATL,20/15,3009,20004,10,0,280252,AO2 SLP180 T02000150 51005,NA,CLR,0,20210928
2714,KPDK,17/16,3009,00000,10,0,280253,AO2 SLP178 T01720156 51006,NA,CLR,0,20210928
2739,KATL,20/15,3009,23003,10,0,280352,AO2 SLP181 T02000150,NA,FEW250,0,20210928
2713,KPDK,16/15,3009,00000,10,1,280353,AO2 SLP179 T01610150,NA,CLR,0,20210928
2738,KATL,19/14,3009,00000,10,0,280452,AO2 SLP180 T01940144 402830156,NA,FEW250,0,20210928
2712,KPDK,16/16,3009,00000,9,1,280453,AO2 SLP177 T01610156 402830128,NA,CLR,0,20210928
2737,KATL,19/16,3008,00000,10,0,280552,AO2 SLP177 T01890156 10244 20189 58002,NA,FEW200,0,20210928
2711,KPDK,16/15,3008,00000,6,1,280553,AO2 SLP175 T01560150 10200 20144 58002,BR,CLR,0,20210928
2736,KATL,18/15,3008,00000,10,0,280652,AO2 SLP176 T01780150,NA,FEW200,0,20210928
2710,KPDK,15/14,3008,00000,6,1,280653,AO2 SLP174 T01500144,BR,CLR,0,20210928
2735,KATL,18/15,3007,00000,10,0,280752,AO2 SLP174 T01830150,NA,FEW200,0,20210928
2709,KPDK,15/14,3007,00000,4,1,280753,AO2 SLP170 T01500139,BR,CLR,0,20210928
2734,KATL,18/15,3006,00000,10,0,280852,AO2 SLP172 T01780150 57006,NA,FEW200,0,20210928
2708,KPDK,14/14,3007,00000,4,1,280853,AO2 SLP170 T01440139 56006,BR,CLR,0,20210928
2733,KATL,18/14,3007,29003,10,0,280952,AO2 SLP174 T01780144,NA,FEW045;SCT200,0,20210928
2707,KPDK,14/14,3007,00000,4,1,280953,AO2 SLP172 T01440139,BR,CLR,0,20210928
2732,KATL,18/14,3009,30003,10,0,281052,AO2 SLP180 T01780144,NA,SCT046;SCT200,0,20210928
2706,KPDK,14/14,3009,00000,6,0,281053,AO2 SLP178 T01440139,NA,CLR,0,20210928
2731,KATL,18/15,3009,00000,10,0,281152,AO2 SLP182 T01780150 10200 20172 51009,NA,FEW046;FEW200;SCT250,0,20210928
2705,KPDK,14/14,3009,00000,4,0,281153,AO2 SLP183 T01440139 10156 20133 51008,BR,CLR,0,20210928
2730,KATL,21/17,3009,29004,10,0,281252,AO2 SLP184 T02060167,NA,FEW046;FEW200;FEW250,0,20210928
2704,KPDK,18/17,3010,00000,8,0,281253,AO2 SLP183 T01830167,NA,CLR,0,20210928
2729,KATL,23/16,3010,31007,10,0,281352,AO2 SLP184 T02280161,NA,FEW055;FEW200;FEW250,0,20210928
2703,KPDK,22/17,3010,00000,10,0,281353,AO2 SLP181 T02220172,NA,CLR,0,20210928
2728,KATL,24/17,3010,30006,10,0,281452,AO2 SLP184 T02440167 51003,NA,FEW200;FEW250,0,20210928
2702,KPDK,25/17,3010,30005,10,0,281453,AO2 SLP180 T02500172 50001,NA,CLR,0,20210928
2727,KATL,27/17,3009,29007,10,0,281552,AO2 SLP180 T02670172,NA,FEW035;FEW200;SCT250,0,20210928
2701,KPDK,26/17,3008,32007G17,10,0,281553,AO2 SLP176 T02610167,NA,FEW036,0,20210928
2726,KATL,27/16,3007,30008G17,10,0,281652,AO2 SLP175 T02720161,NA,FEW038;SCT200;SCT250,0,20210928
2700,KPDK,27/16,3007,32009G17,10,0,281653,AO2 SLP170 T02670161,NA,FEW039,0,20210928
2725,KATL,27/15,3006,34007,10,0,281752,AO2 SLP169 T02720150 10278 20178 58013 $,NA,FEW044;FEW075;SCT250,1,20210928
2699,KPDK,28/17,3005,31009,10,0,281753,AO2 SLP164 T02780172 10278 20144 58014,NA,FEW043,0,20210928
2724,KATL,28/16,3003,28005,10,0,281852,AO2 SLP162 T02780156 $,NA,FEW048;FEW250,1,20210928
2698,KPDK,28/16,3003,NA,10,0,281853,AO2 SLP156 T02780156,NA,CLR,0,20210928
2723,KATL,28/14,3002,34006,10,0,281952,AO2 SLP156 T02830144 $,NA,FEW050;FEW250,1,20210928
2697,KPDK,29/16,3001,34006,10,1,281953,AO2 SLP149 T02890161,NA,CLR,0,20210928
2722,KATL,28/15,3000,26005,10,0,282052,AO2 SLP148 T02830150 56021 $,NA,FEW055;FEW250,1,20210928
2696,KPDK,28/16,2999,25008,10,1,282053,AO2 SLP145 T02780156 56019,NA,CLR,0,20210928
2721,KATL,28/14,2999,30004,10,0,282152,AO2 SLP146 T02780144 $,NA,FEW250,1,20210928
2695,KPDK,28/15,2998,31004,10,1,282153,AO2 SLP142 T02780150,NA,CLR,0,20210928
2720,KATL,26/15,3000,27006,10,0,282252,AO2 SLP151 T02610150 $,NA,FEW250,1,20210928
2694,KPDK,26/16,3000,28005,10,1,282253,AO2 SLP148 T02560156,NA,CLR,0,20210928
2719,KATL,24/16,3000,29005,10,0,282352,AO2 SLP153 T02440156 10289 20244 53003 $,NA,FEW250,1,20210928
2693,KPDK,23/16,3000,28004,10,1,282353,AO2 SLP152 T02280161 10289 20228 53004,NA,CLR,0,20210928
2795,KATL,24/16,3002,29003,10,0,290052,AO2 SLP156 T02390161 $,NA,FEW250,1,20210929
2770,KPDK,21/16,3001,00000,10,1,290053,AO2 SLP152 T02110161,NA,CLR,0,20210929
2794,KATL,23/16,3002,00000,10,0,290152,AO2 SLP157 T02280161 $,NA,FEW250,1,20210929
2769,KPDK,19/17,3002,00000,10,1,290153,AO2 SLP154 T01890167,NA,CLR,0,20210929
2793,KATL,21/17,3002,29003,10,0,290252,AO2 SLP158 T02110167 51005 $,NA,SCT250,1,20210929
2768,KPDK,18/17,3002,00000,9,1,290253,AO2 SLP154 T01780167 51006,NA,CLR,0,20210929
2792,KATL,21/17,3002,00000,10,0,290352,AO2 SLP157 T02060167 $,NA,BKN250,1,20210929
2767,KPDK,17/17,3002,00000,8,1,290353,AO2 SLP155 T01720167,NA,CLR,0,20210929
2791,KATL,21/17,3003,28003,10,0,290452,AO2 SLP159 T02060167 402890172 $,NA,BKN250,1,20210929
2766,KPDK,17/16,3002,00000,7,1,290453,AO2 SLP155 T01670161 402890133,NA,CLR,0,20210929
2790,KATL,20/17,3002,27003,10,0,290552,AO2 SLP158 T02000167 10244 20200 50001 $,NA,BKN250,1,20210929
2765,KPDK,17/16,3002,00000,5,1,290553,AO2 SLP153 T01670161 10233 20167 50000,BR,CLR,0,20210929
2789,KATL,19/16,3002,27003,10,0,290652,AO2 SLP156 T01940161 $,NA,SCT250,1,20210929
2764,KPDK,16/16,3002,00000,7,1,290653,AO2 SLP153 T01610156,NA,CLR,0,20210929
2788,KATL,19/16,3002,29005,10,0,290752,AO2 SLP155 T01940161 $,NA,SCT250,1,20210929
2763,KPDK,15/14,3002,00000,5,1,290753,AO2 SLP151 T01500144,BR,CLR,0,20210929
2787,KATL,19/16,3002,29005,10,0,290852,AO2 SLP157 T01940161 55001 $,NA,FEW250,1,20210929
2762,KPDK,16/16,3002,22003,6,1,290853,AO2 SLP154 T01610156 53000,BR,CLR,0,20210929
2786,KATL,19/16,3003,29004,10,0,290952,AO2 SLP159 T01890161 $,NA,FEW250,1,20210929
2761,KPDK,17/16,3003,00000,7,1,290953,AO2 SLP155 T01670161,NA,CLR,0,20210929
2785,KATL,19/16,3004,31006,10,0,291052,AO2 SLP164 T01890161,NA,FEW250,0,20210929
2760,KPDK,15/14,3004,00000,6,0,291053,AO2 SLP162 T01500144,BR,CLR,0,20210929
2784,KATL,19/16,3005,32005,10,0,291152,AO2 SLP167 T01890161 10200 20183 53007,NA,FEW200;FEW250,0,20210929
2759,KPDK,15/14,3005,00000,2 1/2,0,291153,AO2 SLP167 T01500144 10167 20144 53008,BR,CLR,0,20210929
2758,KPDK,17/17,3006,00000,10,0,291227,AO2 T01670167,NA,CLR,0,20210929
2783,KATL,21/17,3007,31006,10,0,291252,AO2 SLP173 T02060167,NA,FEW200;FEW250,0,20210929
2757,KPDK,19/18,3006,00000,10,0,291253,AO2 SLP169 T01940178,NA,CLR,0,20210929
2782,KATL,23/17,3008,32006,10,0,291352,AO2 SLP177 T02280172,NA,FEW200,0,20210929
2756,KPDK,23/18,3008,33005,10,0,291353,AO2 SLP173 T02330183,NA,CLR,0,20210929
2781,KATL,26/18,3008,34007,10,0,291452,AO2 SLP177 T02560178 51012,NA,FEW200,0,20210929
2755,KPDK,26/18,3008,32010,10,0,291453,AO2 SLP173 T02560178 51009,NA,CLR,0,20210929
2780,KATL,27/18,3008,32010,10,0,291552,AO2 SLP176 T02720178,NA,FEW038;FEW200,0,20210929
2754,KPDK,27/17,3007,35009G16,10,0,291553,AO2 SLP170 T02720172,NA,CLR,0,20210929
2779,KATL,28/16,3007,34010G21,10,0,291652,AO2 SLP172 T02830161,NA,FEW042;FEW250,0,20210929
2753,KPDK,28/18,3006,VRB04,10,0,291653,AO2 SLP166 T02830178,NA,CLR,0,20210929
2778,KATL,29/16,3005,33010G17,10,0,291752,AO2 SLP167 T02890161 10289 20189 58009,NA,FEW044,0,20210929
2752,KPDK,29/17,3005,VRB05,10,0,291753,AO2 SLP161 T02890172 10289 20150 58009,NA,FEW045,0,20210929
2777,KATL,29/16,3003,35010,10,0,291852,AO2 SLP159 T02890161,NA,FEW048;FEW250,0,20210929
2751,KPDK,29/17,3003,33005,10,0,291853,AO2 SLP153 T02940167,NA,CLR,0,20210929
2776,KATL,28/16,3002,30009,10,0,291952,AO2 SLP155 T02830156,NA,FEW050;FEW250,0,20210929
2750,KPDK,29/17,3001,25005,10,1,291953,AO2 SLP150 T02940167,NA,FEW050,0,20210929
2775,KATL,29/15,3001,32009,10,0,292052,AO2 SLP153 T02940150 56014,NA,FEW055;FEW250,0,20210929
2749,KPDK,29/17,3001,25005,10,0,292053,AO2 SLP147 T02940167 56014,NA,FEW050,0,20210929
2774,KATL,28/14,3001,31008,10,0,292152,AO2 SLP153 T02830144,NA,FEW055;FEW250,0,20210929
2748,KPDK,29/17,3001,02005,10,0,292153,AO2 SLP148 T02890167,NA,CLR,0,20210929
2773,KATL,27/15,3003,31008,10,0,292252,AO2 SLP158 T02720150,NA,FEW055;SCT250,0,20210929
2747,KPDK,27/17,3002,01003,10,0,292253,AO2 SLP154 T02670172,NA,CLR,0,20210929
2772,KATL,25/17,3004,30005,10,0,292352,AO2 SLP163 T02500167 10294 20250 53008,NA,FEW055;SCT250,0,20210929
2746,KPDK,22/18,3004,00000,9,0,292353,AO2 SLP163 T02170178 10300 20217 53010,NA,CLR,0,20210929
2771,KATL,24/17,3005,00000,10,0,300052,AO2 SLP169 T02440167,NA,SCT250,0,20210930
2745,KPDK,21/18,3005,00000,10,0,300053,AO2 SLP167 T02060178,NA,CLR,0,20210930
2917,KATL,21/17,3007,33003,10,0,300552,AO2 SLP172 T02110172 10256 20206 50001,NA,BKN250,0,20210930
2868,KPDK,18/17,3007,00000,6,1,300553,AO2 SLP169 T01780172 10233 20172 50002,BR,CLR,0,20210930
2916,KATL,22/17,3007,01003,10,0,300652,AO2 SLP171 T02170167,NA,BKN250,0,20210930
2867,KPDK,17/17,3007,00000,5,1,300653,AO2 SLP168 T01720167,BR,CLR,0,20210930
2915,KATL,20/17,3007,02003,10,0,300752,AO2 SLP172 T02000167,NA,FEW200;BKN250,0,20210930
2866,KPDK,17/17,3007,00000,4,1,300753,AO2 SLP168 T01670167,BR,CLR,0,20210930
2914,KATL,19/17,3008,31005,10,0,300852,AO2 SLP175 T01940167 53003,NA,SCT200;BKN250,0,20210930
2865,KPDK,16/16,3008,00000,3,1,300853,AO2 SLP172 T01610156 53003,BR,CLR,0,20210930
2913,KATL,19/17,3009,32004,10,0,300952,AO2 SLP179 T01890167,NA,FEW200;SCT250,0,20210930
2864,KPDK,17/16,3009,00000,3,1,300953,AO2 SLP176 T01670161,BR,CLR,0,20210930
2912,KATL,19/17,3010,00000,10,0,301052,AO2 SLP183 T01890167,NA,SCT200;BKN250,0,20210930
2863,KPDK,16/16,3010,00000,6,0,301053,AO2 SLP181 T01610156,BR,CLR,0,20210930
2862,KPDK,16/16,3012,00000,2,0,301140,AO2 T01610156,BR,CLR,0,20210930
2911,KATL,19/17,3011,00000,10,0,301152,AO2 SLP189 T01890167 10222 20183 53013,NA,SCT200;BKN250,0,20210930
2861,KPDK,16/16,3012,00000,2,0,301153,AO2 SLP190 T01610161 10178 20156 52012,BR,CLR,0,20210930
2860,KPDK,17/16,3012,00000,3,0,301207,AO2 T01670161,BR,CLR,0,20210930
2910,KATL,21/18,3012,00000,10,0,301252,AO2 SLP192 T02060178,NA,SCT200;BKN250,0,20210930
2859,KPDK,18/18,3013,00000,8,0,301253,AO2 SLP192 T01830183,NA,CLR,0,20210930
2909,KATL,24/18,3013,09003,9,0,301352,AO2 SLP195 T02390178,NA,BKN200;BKN250,0,20210930
2858,KPDK,22/19,3013,00000,8,0,301353,AO2 SLP193 T02220194,NA,CLR,0,20210930
2908,KATL,24/18,3014,00000,9,0,301452,AO2 SLP198 VIRGA S-W-NW T02440178 51009,NA,SCT170;BKN200;BKN250,0,20210930
2857,KPDK,24/19,3014,00000,10,0,301453,AO2 SLP195 T02390189 51009,NA,CLR,0,20210930
2907,KATL,26/18,3015,VRB03,10,0,301552,AO2 SLP199 VIRGA SE-S NW T02560178,NA,FEW170;BKN200;BKN250,0,20210930
2856,KPDK,25/19,3015,00000,10,0,301553,AO2 SLP198 T02500189,NA,CLR,0,20210930
2906,KATL,27/18,3014,15005,9,0,301652,AO2 SLP198 T02720183,NA,FEW034;BKN200;BKN250,0,20210930
2855,KPDK,26/19,3015,18003,10,0,301653,AO2 SLP196 T02610189,NA,FEW031,0,20210930
2905,KATL,27/17,3013,15005,10,0,301752,AO2 SLP195 T02720172 10272 20189 58003,NA,FEW038;BKN200;BKN250,0,20210930
2854,KPDK,28/18,3013,VRB04,10,0,301753,AO2 SLP189 T02780178 10283 20161 58004,NA,CLR,0,20210930
2904,KATL,28/17,3012,16005,10,0,301852,AO2 SLP188 T02780172,NA,FEW044;BKN200;BKN250,0,20210930
2853,KPDK,29/18,3011,00000,10,0,301853,AO2 SLP183 T02890183,NA,CLR,0,20210930
2903,KATL,27/17,3010,14005,10,0,301952,AO2 SLP184 VIRGA W-NW T02720172,NA,FEW044;SCT170;BKN200;BKN250,0,20210930
2852,KPDK,27/17,3010,VRB04,10,0,301953,AO2 SLP179 T02720172,NA,CLR,0,20210930
2902,KATL,27/17,3010,11006,10,0,302052,AO2 SLP183 VIRGA NW T02720167 56011,NA,FEW042;FEW180;BKN200;BKN250,0,20210930
2851,KPDK,28/17,3010,00000,10,0,302053,AO2 SLP179 T02830172 56011,NA,CLR,0,20210930
2901,KATL,27/18,3011,17004,10,0,302152,AO2 SLP187 T02670183,NA,FEW042;SCT180;BKN200;BKN250,0,20210930
2850,KPDK,27/18,3011,00000,10,0,302153,AO2 SLP183 T02670183,NA,CLR,0,20210930
2900,KATL,26/18,3012,16003,10,0,302252,AO2 SLP191 T02560178,NA,FEW150;BKN180;BKN250,0,20210930
2849,KPDK,24/19,3012,18003,10,0,302253,AO2 SLP188 T02440189,NA,CLR,0,20210930
2899,KATL,25/18,3013,00000,10,0,302352,AO2 SLP194 T02500178 10283 20250 53010,NA,FEW150;BKN200;BKN250,0,20210930
2848,KPDK,22/19,3013,00000,5,0,302353,AO2 SLP195 T02220194 10294 20222 53012,HZ,CLR,0,20210930
2898,KATL,24/18,3013,14003,10,0,010052,AO2 SLP196 T02390178,NA,FEW150;BKN200;BKN250,0,20211001
2847,KPDK,22/19,3013,00000,10,0,010053,AO2 SLP193 T02170194,NA,CLR,0,20211001
2897,KATL,23/18,3015,00000,10,0,010152,AO2 SLP200 T02330183,NA,BKN200;BKN250,0,20211001
2846,KPDK,21/19,3015,00000,9,0,010153,AO2 SLP199 T02110194,NA,CLR,0,20211001
2896,KATL,23/18,3015,00000,10,0,010252,AO2 SLP201 T02280183 51008,NA,BKN200;BKN250,0,20211001
2845,KPDK,21/19,3016,00000,8,0,010253,AO2 SLP198 T02060194 53007,NA,CLR,0,20211001
2895,KATL,22/18,3016,00000,10,0,010352,AO2 SLP203 T02170183,NA,SCT200,0,20211001
2844,KPDK,20/19,3016,00000,7,0,010353,AO2 SLP200 T02000189,NA,CLR,0,20211001
2894,KATL,21/18,3015,00000,10,0,010452,AO2 SLP202 T02060178 402830183,NA,BKN200,0,20211001
2843,KPDK,20/19,3015,00000,7,0,010453,AO2 SLP197 T02000189 402940156,NA,CLR,0,20211001
2893,KATL,20/17,3014,00000,10,0,010552,AO2 SLP198 T02000172 10250 20200 58003,NA,SCT200,0,20211001
2842,KPDK,19/18,3015,00000,4,0,010553,AO2 SLP195 T01890183 10222 20189 58002,BR,CLR,0,20211001
2892,KATL,21/17,3015,00000,10,0,010652,AO2 SLP199 T02060172,NA,FEW150;SCT220,0,20211001
2841,KPDK,18/18,3015,00000,3,0,010653,AO2 SLP193 T01830178,BR,CLR,0,20211001
2840,KPDK,18/18,3015,00000,2,0,010707,AO2 T01830178,BR,CLR,0,20211001
2839,KPDK,18/18,3015,00000,3,0,010720,AO2 T01780178,BR,CLR,0,20211001
2838,KPDK,18/18,3015,00000,1 3/4,0,010737,AO2 T01830178,BR,CLR,0,20211001
2891,KATL,19/17,3015,00000,10,0,010752,AO2 SLP201 T01940172,NA,FEW150;BKN200,0,20211001
2837,KPDK,18/17,3015,00000,2,0,010753,AO2 SLP197 T01780172,BR,CLR,0,20211001
2836,KPDK,18/18,3016,00000,3,0,010811,AO2 T01830178,BR,CLR,0,20211001
2835,KPDK,18/18,3015,00000,1 1/2,0,010820,AO2 T01780178,BR,CLR,0,20211001
2834,KPDK,18/17,3015,00000,4,0,010829,AO2 T01780172,BR,CLR,0,20211001
2833,KPDK,18/18,3016,00000,2 1/2,0,010834,AO2 T01830178,BR,CLR,0,20211001
2832,KPDK,18/18,3016,00000,4,0,010841,AO2 T01830178,BR,CLR,0,20211001
2890,KATL,21/18,3015,00000,10,0,010852,AO2 SLP200 T02060178 50001,NA,FEW150;SCT200,0,20211001
2831,KPDK,18/18,3016,00000,3,0,010853,AO2 SLP198 T01830178 53003,BR,CLR,0,20211001
2830,KPDK,18/17,3016,00000,2,0,010925,AO2 VIS 1V4 T01780172,BR,CLR,0,20211001
2829,KPDK,18/18,3016,00000,4,0,010941,AO2 T01780178,BR,CLR,0,20211001
2889,KATL,21/18,3016,00000,10,0,010952,AO2 SLP205 T02110178 $,NA,FEW150;BKN200,1,20211001
2828,KPDK,17/17,3016,00000,2,0,010953,AO2 SLP202 T01670167,BR,CLR,0,20211001
2827,KPDK,18/17,3018,00000,5,0,011025,AO2 T01780172,BR,CLR,0,20211001
2888,KATL,21/18,3018,07004,10,0,011052,AO2 SLP211 T02060178 $,NA,FEW150;BKN200,1,20211001
2826,KPDK,17/17,3018,00000,3,0,011053,AO2 SLP210 T01720172,BR,CLR,0,20211001
2887,KATL,20/17,3020,00000,9,0,011152,AO2 SLP218 T02000172 10222 20189 53017,NA,SCT150;BKN200;BKN250,0,20211001
2825,KPDK,19/18,3020,VRB03,3,0,011153,AO2 SLP217 T01890183 10194 20167 53015,BR,CLR,0,20211001
2886,KATL,22/18,3021,10006,9,0,011252,AO2 SLP221 T02220183,NA,FEW120;SCT150;BKN220;BKN250,0,20211001
2824,KPDK,19/18,3021,VRB03,5,0,011253,AO2 SLP220 T01940183,BR,CLR,0,20211001
2885,KATL,23/19,3021,11005,9,0,011352,AO2 SLP223 T02280189,NA,FEW150;SCT200;BKN250,0,20211001
2823,KPDK,23/19,3022,NA,6,0,011353,AO2 SLP220 T02280194,HZ,CLR,0,20211001
2884,KATL,25/19,3022,09005,9,0,011452,AO2 SLP225 T02500189 51008,NA,SCT200;BKN250,0,20211001
2822,KPDK,26/19,3022,00000,9,0,011453,AO2 SLP221 T02560194 51007,NA,CLR,0,20211001
2883,KATL,26/18,3022,16006,10,0,011552,AO2 SLP226 T02610183,NA,FEW032;SCT200;SCT250,0,20211001
2821,KPDK,26/19,3022,15004,9,0,011553,AO2 SLP220 T02610189,NA,CLR,0,20211001
2882,KATL,27/17,3022,17006,10,0,011652,AO2 SLP225 MDT CU ALQDS T02720172,NA,SCT042;SCT200;BKN250,0,20211001
2820,KPDK,27/19,3022,15007,10,0,011653,AO2 SLP220 T02720189,NA,FEW033;FEW046,0,20211001
2881,KATL,28/18,3020,10008,10,0,011752,AO2 SLP219 MDT CU ALQDS T02830178 10283 20200 58006,NA,SCT042;SCT140;SCT200;BKN250,0,20211001
2819,KPDK,28/18,3020,NA,10,0,011753,AO2 SLP213 T02830183 10289 20189 58006,NA,FEW039,0,20211001
2880,KATL,28/16,3019,17007G15,10,0,011827,AO2 MDT CU ALQDS T02830161 $,NA,SCT046;SCT140;SCT200;BKN250,1,20211001
2879,KATL,28/17,3019,16005,10,0,011852,AO2 SLP213 TCU NE E DSNT N-NE NW T02830167 $,NA,FEW046TCU;SCT140;SCT200;BKN250,1,20211001
2818,KPDK,28/18,3019,VRB04,10,0,011853,AO2 SLP209 T02830183,NA,BKN041,0,20211001
2878,KATL,29/17,3017,14004,10,0,011952,AO2 SLP209 TCU NE-E DSNT SE W T02940167 $,NA,FEW048TCU;SCT140;SCT250,1,20211001
2817,KPDK,29/19,3018,00000,10,0,011953,AO2 SLP205 T02890189,NA,FEW060,0,20211001
2877,KATL,29/17,3017,16006,10,0,012052,AO2 SLP207 TCU N-NE NW DSNT E SE T02890167 56011,NA,FEW050TCU;SCT070;SCT140;SCT250,0,20211001
2816,KPDK,28/18,3017,17006,10,0,012053,AO2 SLP203 T02830183 56010,NA,SCT045,0,20211001
2876,KATL,28/17,3017,12008,10,0,012152,AO2 SLP206 TCU NW DSNT N-NE T02780172,NA,FEW050TCU;SCT200,0,20211001
2815,KPDK,28/18,3017,16004,10,0,012153,AO2 SLP204 T02780183,NA,CLR,0,20211001
2875,KATL,27/18,3017,15005,10,0,012252,AO2 SLP208 TCU DSNT NW T02670178,NA,FEW050;FEW200,0,20211001
2814,KPDK,24/19,3018,00000,9,0,012253,AO2 SLP207 T02440189,NA,CLR,0,20211001
2874,KATL,26/18,3019,12005,10,0,012352,AO2 SLP215 T02560178 10294 20256 53005,NA,FEW050;FEW200,0,20211001
2813,KPDK,23/19,3019,00000,7,0,012353,AO2 SLP212 T02280189 10289 20228 53006,NA,CLR,0,20211001
2873,KATL,24/18,3020,14003,10,0,020052,AO2 SLP218 T02390183,NA,FEW200;SCT250,0,20211002
2812,KPDK,22/19,3021,00000,9,0,020053,AO2 SLP218 T02220189,NA,CLR,0,20211002
2872,KATL,24/18,3020,13004,10,0,020152,AO2 SLP218 T02390183,NA,FEW250,0,20211002
2811,KPDK,22/19,3021,00000,8,0,020153,AO2 SLP214 T02220194,NA,CLR,0,20211002
2871,KATL,23/18,3021,11007,10,0,020252,AO2 SLP221 T02330183 51007,NA,FEW250,0,20211002
2810,KPDK,22/19,3021,00000,7,1,020253,AO2 SLP216 T02170194 51007,NA,CLR,0,20211002
2870,KATL,23/19,3021,12006,10,0,020352,AO2 SLP220 T02280194,NA,BKN250,0,20211002
2809,KPDK,22/20,3021,00000,7,1,020353,AO2 SLP215 T02170200,NA,CLR,0,20211002
2869,KATL,22/20,3020,12004,8,0,020452,AO2 SLP217 T02220200 402940189,NA,BKN250,0,20211002
2808,KPDK,21/19,3020,00000,5,1,020453,AO2 SLP213 T02060194 402890167,BR,CLR,0,20211002
2981,KATL,22/20,3020,11004,8,0,020552,AO2 SLP218 T02170200 10256 20217 55001,NA,SCT250,0,20211002
2956,KPDK,21/19,3021,00000,4,1,020553,AO2 SLP214 T02060194 10228 20206 55001,BR,CLR,0,20211002
2980,KATL,22/20,3021,11006,8,0,020652,AO2 SLP220 T02170200,NA,BKN250,0,20211002
2955,KPDK,20/19,3022,00000,4,1,020653,AO2 SLP217 T02000194,BR,CLR,0,20211002
2979,KATL,21/20,3021,12007,7,0,020752,AO2 SLP220 T02110200,NA,BKN250,0,20211002
2954,KPDK,20/19,3021,00000,3,1,020753,AO2 SLP215 T02000194,BR,FEW005,0,20211002
2978,KATL,21/20,3021,12007,5,0,020754,AO2 T02110200,BR,BKN005,0,20211002
2953,KPDK,20/19,3021,00000,3,1,020814,AO2 T02000194,BR,BKN004,0,20211002
2952,KPDK,20/19,3022,00000,3,1,020832,AO2 T02000194,BR,SCT004;SCT012,0,20211002
2951,KPDK,20/19,3022,00000,3,1,020839,AO2 T02000194,BR,FEW004;SCT007;BKN012,0,20211002
2950,KPDK,20/19,3022,VRB04,3,1,020849,AO2 CIG 005V010,BR,BKN007;BKN011,0,20211002
2977,KATL,21/19,3022,12004,4,0,020852,AO2 SLP222 CIG 004V007 BKN005 V SCT T02110194 53003 $,BR,BKN005;BKN013;BKN046;BKN200,1,20211002
